"Variable" "SubjectCode" "Activity" "Mean"
"BodyAccelerometerJerkStandardDeviationX" 19 "Sitting" -0.987043285479452
"BodyAccelerometerJerkStandardDeviationX" 19 "Standing" -0.984792035205479
"BodyAccelerometerJerkStandardDeviationX" 19 "Walking" 0.110306729315577
"BodyAccelerometerJerkStandardDeviationX" 19 "Walking Downstairs" 0.544273037307692
"BodyAccelerometerJerkStandardDeviationX" 19 "Walking Upstairs" -0.1742790558
"BodyAccelerometerJerkStandardDeviationX" 20 "Laying" -0.984270728235294
"BodyAccelerometerJerkStandardDeviationX" 20 "Sitting" -0.982078229242424
"BodyAccelerometerJerkStandardDeviationX" 20 "Standing" -0.959528332191781
"BodyAccelerometerJerkStandardDeviationX" 20 "Walking" -0.090645041854902
"BodyAccelerometerJerkStandardDeviationX" 20 "Walking Downstairs" -0.135699627468889
"BodyAccelerometerJerkStandardDeviationX" 20 "Walking Upstairs" -0.185695388078431
"BodyAccelerometerJerkStandardDeviationX" 21 "Laying" -0.984826520888889
"BodyAccelerometerJerkStandardDeviationX" 21 "Sitting" -0.989439392235294
"BodyAccelerometerJerkStandardDeviationX" 21 "Standing" -0.97706335011236
"BodyAccelerometerJerkStandardDeviationX" 21 "Walking" -0.114888873837692
"BodyAccelerometerJerkStandardDeviationX" 21 "Walking Downstairs" 0.00214655719111111
"BodyAccelerometerJerkStandardDeviationX" 21 "Walking Upstairs" -0.424052014680851
"BodyAccelerometerJerkStandardDeviationX" 22 "Laying" -0.970355191527778
"BodyAccelerometerJerkStandardDeviationX" 22 "Sitting" -0.981664149193548
"BodyAccelerometerJerkStandardDeviationX" 22 "Standing" -0.975639080634921
"BodyAccelerometerJerkStandardDeviationX" 22 "Walking" 0.0358787094391304
"BodyAccelerometerJerkStandardDeviationX" 22 "Walking Downstairs" 0.0869139849722222
"BodyAccelerometerJerkStandardDeviationX" 22 "Walking Upstairs" -0.00853992680952381
"BodyAccelerometerJerkStandardDeviationX" 23 "Laying" -0.986360446805556
"BodyAccelerometerJerkStandardDeviationX" 23 "Sitting" -0.984561803823529
"BodyAccelerometerJerkStandardDeviationX" 23 "Standing" -0.983141958970588
"BodyAccelerometerJerkStandardDeviationX" 23 "Walking" -0.229328122305085
"BodyAccelerometerJerkStandardDeviationX" 23 "Walking Downstairs" 0.198947061775926
"BodyAccelerometerJerkStandardDeviationX" 23 "Walking Upstairs" -0.365398622764706
"BodyAccelerometerJerkStandardDeviationX" 24 "Laying" -0.98636543375
"BodyAccelerometerJerkStandardDeviationX" 24 "Sitting" -0.988564382205882
"BodyAccelerometerJerkStandardDeviationX" 24 "Standing" -0.980573836811594
"BodyAccelerometerJerkStandardDeviationX" 24 "Walking" -0.485863255344828
"BodyAccelerometerJerkStandardDeviationX" 24 "Walking Downstairs" -0.337218894
"BodyAccelerometerJerkStandardDeviationX" 24 "Walking Upstairs" -0.49876467220339
"BodyAccelerometerJerkStandardDeviationX" 25 "Laying" -0.973323412328767
"BodyAccelerometerJerkStandardDeviationX" 25 "Sitting" -0.992278621692308
"BodyAccelerometerJerkStandardDeviationX" 25 "Standing" -0.988312658378378
"BodyAccelerometerJerkStandardDeviationX" 25 "Walking" -0.607620931621622
"BodyAccelerometerJerkStandardDeviationX" 25 "Walking Downstairs" -0.501968387931034
"BodyAccelerometerJerkStandardDeviationX" 25 "Walking Upstairs" -0.663642746307692
"BodyAccelerometerJerkStandardDeviationX" 26 "Laying" -0.989315824868421
"BodyAccelerometerJerkStandardDeviationX" 26 "Sitting" -0.99225839525641
"BodyAccelerometerJerkStandardDeviationX" 26 "Standing" -0.990498355
"BodyAccelerometerJerkStandardDeviationX" 26 "Walking" -0.328452881355932
"BodyAccelerometerJerkStandardDeviationX" 26 "Walking Downstairs" -0.128111641206
"BodyAccelerometerJerkStandardDeviationX" 26 "Walking Upstairs" -0.290879965872727
"BodyAccelerometerJerkStandardDeviationX" 27 "Laying" -0.986471899324324
"BodyAccelerometerJerkStandardDeviationX" 27 "Sitting" -0.990658097857143
"BodyAccelerometerJerkStandardDeviationX" 27 "Standing" -0.987628362
"BodyAccelerometerJerkStandardDeviationX" 27 "Walking" -0.316184021578947
"BodyAccelerometerJerkStandardDeviationX" 27 "Walking Downstairs" -0.00358338882727273
"BodyAccelerometerJerkStandardDeviationX" 27 "Walking Upstairs" -0.468066189411765
"BodyAccelerometerJerkStandardDeviationX" 28 "Laying" -0.9801647165
"BodyAccelerometerJerkStandardDeviationX" 28 "Sitting" -0.976286679444444
"BodyAccelerometerJerkStandardDeviationX" 28 "Standing" -0.968604559620253
"BodyAccelerometerJerkStandardDeviationX" 28 "Walking" -0.335700184259259
"BodyAccelerometerJerkStandardDeviationX" 28 "Walking Downstairs" -0.0167652227782609
"BodyAccelerometerJerkStandardDeviationX" 28 "Walking Upstairs" -0.312671655921569
"BodyAccelerometerJerkStandardDeviationX" 29 "Laying" -0.99200598942029
"BodyAccelerometerJerkStandardDeviationX" 29 "Sitting" -0.993525560333333
"BodyAccelerometerJerkStandardDeviationX" 29 "Standing" -0.993652820615385
"BodyAccelerometerJerkStandardDeviationX" 29 "Walking" -0.22143354279434
"BodyAccelerometerJerkStandardDeviationX" 29 "Walking Downstairs" -0.023952574044375
"BodyAccelerometerJerkStandardDeviationX" 29 "Walking Upstairs" -0.182365815065306
"BodyAccelerometerJerkStandardDeviationX" 30 "Laying" -0.977463775571429
"BodyAccelerometerJerkStandardDeviationX" 30 "Sitting" -0.988864577419355
"BodyAccelerometerJerkStandardDeviationX" 30 "Standing" -0.968430745254237
"BodyAccelerometerJerkStandardDeviationX" 30 "Walking" -0.374400941384615
"BodyAccelerometerJerkStandardDeviationX" 30 "Walking Downstairs" -0.226643901120968
"BodyAccelerometerJerkStandardDeviationX" 30 "Walking Upstairs" -0.535420203384615
"BodyAccelerometerJerkStandardDeviationY" 1 "Laying" -0.9241492736
"BodyAccelerometerJerkStandardDeviationY" 1 "Sitting" -0.981371965319149
"BodyAccelerometerJerkStandardDeviationY" 1 "Standing" -0.98564873245283
"BodyAccelerometerJerkStandardDeviationY" 1 "Walking" 0.0670025007684211
"BodyAccelerometerJerkStandardDeviationY" 1 "Walking Downstairs" -0.101601390640816
"BodyAccelerometerJerkStandardDeviationY" 1 "Walking Upstairs" -0.378274426037736
"BodyAccelerometerJerkStandardDeviationY" 2 "Laying" -0.98317254125
"BodyAccelerometerJerkStandardDeviationY" 2 "Sitting" -0.977983955434783
"BodyAccelerometerJerkStandardDeviationY" 2 "Standing" -0.97105943962963
"BodyAccelerometerJerkStandardDeviationY" 2 "Walking" -0.0166022362847458
"BodyAccelerometerJerkStandardDeviationY" 2 "Walking Downstairs" 0.126828014557447
"BodyAccelerometerJerkStandardDeviationY" 2 "Walking Upstairs" -0.185648954220833
"BodyAccelerometerJerkStandardDeviationY" 3 "Laying" -0.968710724677419
"BodyAccelerometerJerkStandardDeviationY" 3 "Sitting" -0.953631390961538
"BodyAccelerometerJerkStandardDeviationY" 3 "Standing" -0.941686785737705
"BodyAccelerometerJerkStandardDeviationY" 3 "Walking" -0.0449619594258621
"BodyAccelerometerJerkStandardDeviationY" 3 "Walking Downstairs" -0.111439194979592
"BodyAccelerometerJerkStandardDeviationY" 3 "Walking Upstairs" -0.251680364540678
"BodyAccelerometerJerkStandardDeviationY" 4 "Laying" -0.942209488333333
"BodyAccelerometerJerkStandardDeviationY" 4 "Sitting" -0.9445961056
"BodyAccelerometerJerkStandardDeviationY" 4 "Standing" -0.938354677857143
"BodyAccelerometerJerkStandardDeviationY" 4 "Walking" -0.221165131581667
"BodyAccelerometerJerkStandardDeviationY" 4 "Walking Downstairs" -0.146242294857778
"BodyAccelerometerJerkStandardDeviationY" 4 "Walking Upstairs" -0.281543175326923
"BodyAccelerometerJerkStandardDeviationY" 5 "Laying" -0.964560430961538
"BodyAccelerometerJerkStandardDeviationY" 5 "Sitting" -0.952786261136364
"BodyAccelerometerJerkStandardDeviationY" 5 "Standing" -0.931217140714286
"BodyAccelerometerJerkStandardDeviationY" 5 "Walking" -0.0910397428607143
"BodyAccelerometerJerkStandardDeviationY" 5 "Walking Downstairs" 0.0473612314702128
"BodyAccelerometerJerkStandardDeviationY" 5 "Walking Upstairs" -0.125026612744681
"BodyAccelerometerJerkStandardDeviationY" 6 "Laying" -0.933674494385965
"BodyAccelerometerJerkStandardDeviationY" 6 "Sitting" -0.945143686181818
"BodyAccelerometerJerkStandardDeviationY" 6 "Standing" -0.949362277017544
"BodyAccelerometerJerkStandardDeviationY" 6 "Walking" 0.00808897373684211
"BodyAccelerometerJerkStandardDeviationY" 6 "Walking Downstairs" 0.276544029529167
"BodyAccelerometerJerkStandardDeviationY" 6 "Walking Upstairs" -0.0413994646723529
"BodyAccelerometerJerkStandardDeviationY" 7 "Laying" -0.973093160192308
"BodyAccelerometerJerkStandardDeviationY" 7 "Sitting" -0.969458676458333
"BodyAccelerometerJerkStandardDeviationY" 7 "Standing" -0.965810609622642
"BodyAccelerometerJerkStandardDeviationY" 7 "Walking" -0.0547448948245614
"BodyAccelerometerJerkStandardDeviationY" 7 "Walking Downstairs" -0.296279674759574
"BodyAccelerometerJerkStandardDeviationY" 7 "Walking Upstairs" -0.519897595686274
"BodyAccelerometerJerkStandardDeviationY" 8 "Laying" -0.976520952037037
"BodyAccelerometerJerkStandardDeviationY" 8 "Sitting" -0.980784606086957
"BodyAccelerometerJerkStandardDeviationY" 8 "Standing" -0.976442140740741
"BodyAccelerometerJerkStandardDeviationY" 8 "Walking" 0.233987544458333
"BodyAccelerometerJerkStandardDeviationY" 8 "Walking Downstairs" 0.288140718789474
"BodyAccelerometerJerkStandardDeviationY" 8 "Walking Upstairs" -0.0123501104926829
"BodyAccelerometerJerkStandardDeviationY" 9 "Laying" -0.9639966798
"BodyAccelerometerJerkStandardDeviationY" 9 "Sitting" -0.9567775448
"BodyAccelerometerJerkStandardDeviationY" 9 "Standing" -0.963849332888889
"BodyAccelerometerJerkStandardDeviationY" 9 "Walking" -0.276929933846154
"BodyAccelerometerJerkStandardDeviationY" 9 "Walking Downstairs" -0.3094424725
"BodyAccelerometerJerkStandardDeviationY" 9 "Walking Upstairs" -0.586147012244898
"BodyAccelerometerJerkStandardDeviationY" 10 "Laying" -0.966930793448276
"BodyAccelerometerJerkStandardDeviationY" 10 "Sitting" -0.980756789814815
"BodyAccelerometerJerkStandardDeviationY" 10 "Standing" -0.941328663409091
"BodyAccelerometerJerkStandardDeviationY" 10 "Walking" 0.0750804952113207
"BodyAccelerometerJerkStandardDeviationY" 10 "Walking Downstairs" -0.105020355562895
"BodyAccelerometerJerkStandardDeviationY" 10 "Walking Upstairs" -0.177803083425532
"BodyAccelerometerJerkStandardDeviationY" 11 "Laying" -0.972777455263158
"BodyAccelerometerJerkStandardDeviationY" 11 "Sitting" -0.966766643396226
"BodyAccelerometerJerkStandardDeviationY" 11 "Standing" -0.979428279574468
"BodyAccelerometerJerkStandardDeviationY" 11 "Walking" -0.181419230254237
"BodyAccelerometerJerkStandardDeviationY" 11 "Walking Downstairs" -0.126816662141304
"BodyAccelerometerJerkStandardDeviationY" 11 "Walking Upstairs" -0.428119229814815
"BodyAccelerometerJerkStandardDeviationY" 12 "Laying" -0.962639526833333
"BodyAccelerometerJerkStandardDeviationY" 12 "Sitting" -0.964047461568627
"BodyAccelerometerJerkStandardDeviationY" 12 "Standing" -0.953203115409836
"BodyAccelerometerJerkStandardDeviationY" 12 "Walking" -0.089404968585
"BodyAccelerometerJerkStandardDeviationY" 12 "Walking Downstairs" 0.0629216671304348
"BodyAccelerometerJerkStandardDeviationY" 12 "Walking Upstairs" -0.311328991057692
"BodyAccelerometerJerkStandardDeviationY" 13 "Laying" -0.980152342903226
"BodyAccelerometerJerkStandardDeviationY" 13 "Sitting" -0.984267557755102
"BodyAccelerometerJerkStandardDeviationY" 13 "Standing" -0.977704172105263
"BodyAccelerometerJerkStandardDeviationY" 13 "Walking" 0.0565488771722807
"BodyAccelerometerJerkStandardDeviationY" 13 "Walking Downstairs" -0.149027773519149
"BodyAccelerometerJerkStandardDeviationY" 13 "Walking Upstairs" -0.323333932218182
"BodyAccelerometerJerkStandardDeviationY" 14 "Laying" -0.96812761745098
"BodyAccelerometerJerkStandardDeviationY" 14 "Sitting" -0.967828356296296
"BodyAccelerometerJerkStandardDeviationY" 14 "Standing" -0.966362425833333
"BodyAccelerometerJerkStandardDeviationY" 14 "Walking" -0.344339569152542
"BodyAccelerometerJerkStandardDeviationY" 14 "Walking Downstairs" 0.192791766468889
"BodyAccelerometerJerkStandardDeviationY" 14 "Walking Upstairs" -0.336427181240741
"BodyAccelerometerJerkStandardDeviationY" 15 "Laying" -0.970921587777778
"BodyAccelerometerJerkStandardDeviationY" 15 "Sitting" -0.978126998813559
"BodyAccelerometerJerkStandardDeviationY" 15 "Standing" -0.967720399622641
"BodyAccelerometerJerkStandardDeviationY" 15 "Walking" -0.0319265467387037
"BodyAccelerometerJerkStandardDeviationY" 15 "Walking Downstairs" 0.0158059210738095
"BodyAccelerometerJerkStandardDeviationY" 15 "Walking Upstairs" -0.311861356875
"BodyAccelerometerJerkStandardDeviationY" 16 "Laying" -0.984867286857143
"BodyAccelerometerJerkStandardDeviationY" 16 "Sitting" -0.981800970724638
"BodyAccelerometerJerkStandardDeviationY" 16 "Standing" -0.98262195474359
"BodyAccelerometerJerkStandardDeviationY" 16 "Walking" -0.425563858627451
"BodyAccelerometerJerkStandardDeviationY" 16 "Walking Downstairs" -0.261684752425532
"BodyAccelerometerJerkStandardDeviationY" 16 "Walking Upstairs" -0.425625937254902
"BodyAccelerometerJerkStandardDeviationY" 17 "Laying" -0.976960542816901
"BodyAccelerometerJerkStandardDeviationY" 17 "Sitting" -0.98863700234375
"BodyAccelerometerJerkStandardDeviationY" 17 "Standing" -0.98666125974359
"BodyAccelerometerJerkStandardDeviationY" 17 "Walking" -0.0935385034
"BodyAccelerometerJerkStandardDeviationY" 17 "Walking Downstairs" -0.304063534173913
"BodyAccelerometerJerkStandardDeviationY" 17 "Walking Upstairs" -0.349791873229167
"BodyAccelerometerJerkStandardDeviationY" 18 "Laying" -0.985554339384615
"BodyAccelerometerJerkStandardDeviationY" 18 "Sitting" -0.984002717017544
"BodyAccelerometerJerkStandardDeviationY" 18 "Standing" -0.975277836849315
"BodyAccelerometerJerkStandardDeviationY" 18 "Walking" -0.320158763392857
"BodyAccelerometerJerkStandardDeviationY" 18 "Walking Downstairs" -0.447033872545455
"BodyAccelerometerJerkStandardDeviationY" 18 "Walking Upstairs" -0.56794063862069
"BodyAccelerometerJerkStandardDeviationY" 19 "Laying" -0.974524522650602
"BodyAccelerometerJerkStandardDeviationY" 19 "Sitting" -0.979267729041096
"BodyAccelerometerJerkStandardDeviationY" 19 "Standing" -0.970543276575342
"BodyAccelerometerJerkStandardDeviationY" 19 "Walking" 0.0809271194038462
"BodyAccelerometerJerkStandardDeviationY" 19 "Walking Downstairs" 0.355306716915385
"BodyAccelerometerJerkStandardDeviationY" 19 "Walking Upstairs" -0.0128865483575
"BodyAccelerometerJerkStandardDeviationY" 20 "Laying" -0.977002606764706
"BodyAccelerometerJerkStandardDeviationY" 20 "Sitting" -0.970896863484848
"BodyAccelerometerJerkStandardDeviationY" 20 "Standing" -0.935605650958904
"BodyAccelerometerJerkStandardDeviationY" 20 "Walking" 0.244310894098039
"BodyAccelerometerJerkStandardDeviationY" 20 "Walking Downstairs" 0.289670966711111
"BodyAccelerometerJerkStandardDeviationY" 20 "Walking Upstairs" -0.260789711588235
"BodyAccelerometerJerkStandardDeviationY" 21 "Laying" -0.971584753222222
"BodyAccelerometerJerkStandardDeviationY" 21 "Sitting" -0.979002804823529
"BodyAccelerometerJerkStandardDeviationY" 21 "Standing" -0.963921458202247
"BodyAccelerometerJerkStandardDeviationY" 21 "Walking" -0.0347143855729423
"BodyAccelerometerJerkStandardDeviationY" 21 "Walking Downstairs" -0.0796009757622222
"BodyAccelerometerJerkStandardDeviationY" 21 "Walking Upstairs" -0.203209665702128
"BodyAccelerometerJerkStandardDeviationY" 22 "Laying" -0.955151526805556
"BodyAccelerometerJerkStandardDeviationY" 22 "Sitting" -0.964782832419355
"BodyAccelerometerJerkStandardDeviationY" 22 "Standing" -0.952303493968254
"BodyAccelerometerJerkStandardDeviationY" 22 "Walking" 0.225542290191304
"BodyAccelerometerJerkStandardDeviationY" 22 "Walking Downstairs" 0.0198613278611111
"BodyAccelerometerJerkStandardDeviationY" 22 "Walking Upstairs" -0.0575784544857143
"BodyAccelerometerJerkStandardDeviationY" 23 "Laying" -0.988611616666667
"BodyAccelerometerJerkStandardDeviationY" 23 "Sitting" -0.978045837794118
"BodyAccelerometerJerkStandardDeviationY" 23 "Standing" -0.975219983676471
"BodyAccelerometerJerkStandardDeviationY" 23 "Walking" -0.0805017337711864
"BodyAccelerometerJerkStandardDeviationY" 23 "Walking Downstairs" -0.0883301225796296
"BodyAccelerometerJerkStandardDeviationY" 23 "Walking Upstairs" -0.328225031
"BodyAccelerometerJerkStandardDeviationY" 24 "Laying" -0.982430495
"BodyAccelerometerJerkStandardDeviationY" 24 "Sitting" -0.979573678088235
"BodyAccelerometerJerkStandardDeviationY" 24 "Standing" -0.967745638695652
"BodyAccelerometerJerkStandardDeviationY" 24 "Walking" -0.302220161206897
"BodyAccelerometerJerkStandardDeviationY" 24 "Walking Downstairs" -0.169291887741818
"BodyAccelerometerJerkStandardDeviationY" 24 "Walking Upstairs" -0.51522075220339
"BodyAccelerometerJerkStandardDeviationY" 25 "Laying" -0.945687169726027
"BodyAccelerometerJerkStandardDeviationY" 25 "Sitting" -0.982870991692308
"BodyAccelerometerJerkStandardDeviationY" 25 "Standing" -0.972272410540541
"BodyAccelerometerJerkStandardDeviationY" 25 "Walking" -0.382619718513514
"BodyAccelerometerJerkStandardDeviationY" 25 "Walking Downstairs" -0.371661522413793
"BodyAccelerometerJerkStandardDeviationY" 25 "Walking Upstairs" -0.627131235692308
"BodyAccelerometerJerkStandardDeviationY" 26 "Laying" -0.987182887763158
"BodyAccelerometerJerkStandardDeviationY" 26 "Sitting" -0.986215215641026
"BodyAccelerometerJerkStandardDeviationY" 26 "Standing" -0.975935485405405
"BodyAccelerometerJerkStandardDeviationY" 26 "Walking" -0.261863589338983
"BodyAccelerometerJerkStandardDeviationY" 26 "Walking Downstairs" -0.08640490273602
"BodyAccelerometerJerkStandardDeviationY" 26 "Walking Upstairs" -0.399771473818182
"BodyAccelerometerJerkStandardDeviationY" 27 "Laying" -0.985159461756757
"BodyAccelerometerJerkStandardDeviationY" 27 "Sitting" -0.985097470714286
"BodyAccelerometerJerkStandardDeviationY" 27 "Standing" -0.975829725
"BodyAccelerometerJerkStandardDeviationY" 27 "Walking" -0.104090459225439
"BodyAccelerometerJerkStandardDeviationY" 27 "Walking Downstairs" -0.138528104113636
"BodyAccelerometerJerkStandardDeviationY" 27 "Walking Upstairs" -0.426833499411765
"BodyAccelerometerJerkStandardDeviationY" 28 "Laying" -0.97867953975
"BodyAccelerometerJerkStandardDeviationY" 28 "Sitting" -0.962219452777778
"BodyAccelerometerJerkStandardDeviationY" 28 "Standing" -0.933768175063291
"BodyAccelerometerJerkStandardDeviationY" 28 "Walking" -0.220123120851852
"BodyAccelerometerJerkStandardDeviationY" 28 "Walking Downstairs" 0.0265530133695652
"BodyAccelerometerJerkStandardDeviationY" 28 "Walking Upstairs" -0.331602407372549
"BodyAccelerometerJerkStandardDeviationY" 29 "Laying" -0.989513565652174
"BodyAccelerometerJerkStandardDeviationY" 29 "Sitting" -0.9840551
"BodyAccelerometerJerkStandardDeviationY" 29 "Standing" -0.983338157846154
"BodyAccelerometerJerkStandardDeviationY" 29 "Walking" -0.087174644469434
"BodyAccelerometerJerkStandardDeviationY" 29 "Walking Downstairs" -0.07734083835625
"BodyAccelerometerJerkStandardDeviationY" 29 "Walking Upstairs" -0.388624195510204
"BodyAccelerometerJerkStandardDeviationY" 30 "Laying" -0.971049778142857
"BodyAccelerometerJerkStandardDeviationY" 30 "Sitting" -0.980420928387097
"BodyAccelerometerJerkStandardDeviationY" 30 "Standing" -0.957318881355932
"BodyAccelerometerJerkStandardDeviationY" 30 "Walking" -0.270709274446154
"BodyAccelerometerJerkStandardDeviationY" 30 "Walking Downstairs" -0.194656096556452
"BodyAccelerometerJerkStandardDeviationY" 30 "Walking Upstairs" -0.587214542923077
"BodyAccelerometerJerkStandardDeviationZ" 1 "Laying" -0.9548551108
"BodyAccelerometerJerkStandardDeviationZ" 1 "Sitting" -0.987910804468085
"BodyAccelerometerJerkStandardDeviationZ" 1 "Standing" -0.992251177358491
"BodyAccelerometerJerkStandardDeviationZ" 1 "Walking" -0.502699788526316
"BodyAccelerometerJerkStandardDeviationZ" 1 "Walking Downstairs" -0.345735032326531
"BodyAccelerometerJerkStandardDeviationZ" 1 "Walking Upstairs" -0.706593530943396
"BodyAccelerometerJerkStandardDeviationZ" 2 "Laying" -0.988442014375
"BodyAccelerometerJerkStandardDeviationZ" 2 "Sitting" -0.98751821173913
"BodyAccelerometerJerkStandardDeviationZ" 2 "Standing" -0.982841446481482
"BodyAccelerometerJerkStandardDeviationZ" 2 "Walking" -0.586090418983051
"BodyAccelerometerJerkStandardDeviationZ" 2 "Walking Downstairs" -0.340122023191489
"BodyAccelerometerJerkStandardDeviationZ" 2 "Walking Upstairs" -0.5737463525
"BodyAccelerometerJerkStandardDeviationZ" 3 "Laying" -0.982093162903226
"BodyAccelerometerJerkStandardDeviationZ" 3 "Sitting" -0.974661565961538
"BodyAccelerometerJerkStandardDeviationZ" 3 "Standing" -0.973059634918033
"BodyAccelerometerJerkStandardDeviationZ" 3 "Walking" -0.52948611637931
"BodyAccelerometerJerkStandardDeviationZ" 3 "Walking Downstairs" -0.571735243061224
"BodyAccelerometerJerkStandardDeviationZ" 3 "Walking Upstairs" -0.708551711864407
"BodyAccelerometerJerkStandardDeviationZ" 4 "Laying" -0.978511984259259
"BodyAccelerometerJerkStandardDeviationZ" 4 "Sitting" -0.9790387658
"BodyAccelerometerJerkStandardDeviationZ" 4 "Standing" -0.973054201071429
"BodyAccelerometerJerkStandardDeviationZ" 4 "Walking" -0.7513913825
"BodyAccelerometerJerkStandardDeviationZ" 4 "Walking Downstairs" -0.626646986888889
"BodyAccelerometerJerkStandardDeviationZ" 4 "Walking Upstairs" -0.726495311923077
"BodyAccelerometerJerkStandardDeviationZ" 5 "Laying" -0.985419368461538
"BodyAccelerometerJerkStandardDeviationZ" 5 "Sitting" -0.973436529545455
"BodyAccelerometerJerkStandardDeviationZ" 5 "Standing" -0.963832118928571
"BodyAccelerometerJerkStandardDeviationZ" 5 "Walking" -0.612895318571429
"BodyAccelerometerJerkStandardDeviationZ" 5 "Walking Downstairs" -0.52265163787234
"BodyAccelerometerJerkStandardDeviationZ" 5 "Walking Upstairs" -0.63836903212766
"BodyAccelerometerJerkStandardDeviationZ" 6 "Laying" -0.959646055263158
"BodyAccelerometerJerkStandardDeviationZ" 6 "Sitting" -0.958572952545454
"BodyAccelerometerJerkStandardDeviationZ" 6 "Standing" -0.967547241754386
"BodyAccelerometerJerkStandardDeviationZ" 6 "Walking" -0.575777466491228
"BodyAccelerometerJerkStandardDeviationZ" 6 "Walking Downstairs" -0.336817322270833
"BodyAccelerometerJerkStandardDeviationZ" 6 "Walking Upstairs" -0.560830688235294
"BodyAccelerometerJerkStandardDeviationZ" 7 "Laying" -0.972983064230769
"BodyAccelerometerJerkStandardDeviationZ" 7 "Sitting" -0.972256472708333
"BodyAccelerometerJerkStandardDeviationZ" 7 "Standing" -0.972060053207547
"BodyAccelerometerJerkStandardDeviationZ" 7 "Walking" -0.149488514397895
"BodyAccelerometerJerkStandardDeviationZ" 7 "Walking Downstairs" -0.347107758021277
"BodyAccelerometerJerkStandardDeviationZ" 7 "Walking Upstairs" -0.60780843627451
"BodyAccelerometerJerkStandardDeviationZ" 8 "Laying" -0.96608757462963
"BodyAccelerometerJerkStandardDeviationZ" 8 "Sitting" -0.985285807173913
"BodyAccelerometerJerkStandardDeviationZ" 8 "Standing" -0.982610899259259
"BodyAccelerometerJerkStandardDeviationZ" 8 "Walking" -0.383200596479167
"BodyAccelerometerJerkStandardDeviationZ" 8 "Walking Downstairs" -0.0135136269
"BodyAccelerometerJerkStandardDeviationZ" 8 "Walking Upstairs" -0.447518179097561
"BodyAccelerometerJerkStandardDeviationZ" 9 "Laying" -0.958562455
"BodyAccelerometerJerkStandardDeviationZ" 9 "Sitting" -0.9618894376
"BodyAccelerometerJerkStandardDeviationZ" 9 "Standing" -0.970584264666667
"BodyAccelerometerJerkStandardDeviationZ" 9 "Walking" -0.409764526153846
"BodyAccelerometerJerkStandardDeviationZ" 9 "Walking Downstairs" -0.359513362761905
"BodyAccelerometerJerkStandardDeviationZ" 9 "Walking Upstairs" -0.647296002040816
"BodyAccelerometerJerkStandardDeviationZ" 10 "Laying" -0.976256662586207
"BodyAccelerometerJerkStandardDeviationZ" 10 "Sitting" -0.988255803703704
"BodyAccelerometerJerkStandardDeviationZ" 10 "Standing" -0.9764306
"BodyAccelerometerJerkStandardDeviationZ" 10 "Walking" -0.511662905849057
"BodyAccelerometerJerkStandardDeviationZ" 10 "Walking Downstairs" -0.318188417289474
"BodyAccelerometerJerkStandardDeviationZ" 10 "Walking Upstairs" -0.607520480212766
"BodyAccelerometerJerkStandardDeviationZ" 11 "Laying" -0.982111784210526
"BodyAccelerometerJerkStandardDeviationZ" 11 "Sitting" -0.983441609622641
"BodyAccelerometerJerkStandardDeviationZ" 11 "Standing" -0.990132989574468
"BodyAccelerometerJerkStandardDeviationZ" 11 "Walking" -0.720654731186441
"BodyAccelerometerJerkStandardDeviationZ" 11 "Walking Downstairs" -0.579710482173913
"BodyAccelerometerJerkStandardDeviationZ" 11 "Walking Upstairs" -0.785359167222222
"BodyAccelerometerJerkStandardDeviationZ" 12 "Laying" -0.970629308166667
"BodyAccelerometerJerkStandardDeviationZ" 12 "Sitting" -0.97911346627451
"BodyAccelerometerJerkStandardDeviationZ" 12 "Standing" -0.975556976885246
"BodyAccelerometerJerkStandardDeviationZ" 12 "Walking" -0.512276838
"BodyAccelerometerJerkStandardDeviationZ" 12 "Walking Downstairs" -0.498655793478261
"BodyAccelerometerJerkStandardDeviationZ" 12 "Walking Upstairs" -0.719336352692308
"BodyAccelerometerJerkStandardDeviationZ" 13 "Laying" -0.983070657419355
"BodyAccelerometerJerkStandardDeviationZ" 13 "Sitting" -0.987612090204082
"BodyAccelerometerJerkStandardDeviationZ" 13 "Standing" -0.986926242631579
"BodyAccelerometerJerkStandardDeviationZ" 13 "Walking" -0.374633172105263
"BodyAccelerometerJerkStandardDeviationZ" 13 "Walking Downstairs" -0.31704660987234
"BodyAccelerometerJerkStandardDeviationZ" 13 "Walking Upstairs" -0.660921263636364
"BodyAccelerometerJerkStandardDeviationZ" 14 "Laying" -0.972431855490196
"BodyAccelerometerJerkStandardDeviationZ" 14 "Sitting" -0.976133383518519
"BodyAccelerometerJerkStandardDeviationZ" 14 "Standing" -0.970766734
"BodyAccelerometerJerkStandardDeviationZ" 14 "Walking" -0.472791088644068
"BodyAccelerometerJerkStandardDeviationZ" 14 "Walking Downstairs" -0.133634060621778
"BodyAccelerometerJerkStandardDeviationZ" 14 "Walking Upstairs" -0.327868814314815
"BodyAccelerometerJerkStandardDeviationZ" 15 "Laying" -0.978402956527778
"BodyAccelerometerJerkStandardDeviationZ" 15 "Sitting" -0.987011024745763
"BodyAccelerometerJerkStandardDeviationZ" 15 "Standing" -0.985301940754717
"BodyAccelerometerJerkStandardDeviationZ" 15 "Walking" -0.686268420555556
"BodyAccelerometerJerkStandardDeviationZ" 15 "Walking Downstairs" -0.404005582309524
